site_id,sample_id,cluster,town,type_of_sampling,visit,date_sampling,singleplex,spc,hf183,s_typhi,site_name,flow_speed,depth_of_wastewater_sewage,width_of_wastewater_sewage,deploy_duration,not_recovered,water_quality,calibrate,temp,orp,p_h,do,ec,ssg,tds,sal
AGO165-33,AGO165-33-G1,AGO165,AGOGO,Grab,1,2022-07-27T00:00:00Z,2,24.91,0,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-G2,AGO165,AGOGO,Grab,2,2022-08-11T00:00:00Z,2,25.71,36.36,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-G3,AGO165,AGOGO,Grab,3,2022-10-06T00:00:00Z,2,23.1,29.48,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-G4,AGO165,AGOGO,Grab,4,2022-11-02T00:00:00Z,2,22.21,36.65,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-G5,AGO165,AGOGO,Grab,5,2022-12-21T00:00:00Z,2,24.87,0,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-G6,AGO165,AGOGO,Grab,6,2023-01-24T00:00:00Z,2,19.62,37.97,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-S1,AGO165,AGOGO,Moore Swab,1,2022-07-27T00:00:00Z,1,25.24,28.67,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-S2,AGO165,AGOGO,Moore Swab,2,2022-08-11T00:00:00Z,2,25.28,26.48,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-S3,AGO165,AGOGO,Moore Swab,3,2022-10-06T00:00:00Z,2,24.39,24.62,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-S4,AGO165,AGOGO,Moore Swab,4,2022-11-02T00:00:00Z,1,23.78,29.86,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-S5,AGO165,AGOGO,Moore Swab,5,2022-11-02T00:00:00Z,1,25.29,34.25,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-33,AGO165-33-S6,AGO165,AGOGO,Moore Swab,6,2023-01-26T00:00:00Z,1,21.8,0,0,Concrete Bridge New Collins S.H.S. K,2,1,1,24,2,1,1,27.38,-224.3,6.04,2.1,2720,0,1760,1.39
AGO165-34,AGO165-34-G1,AGO165,AGOGO,Grab,1,2022-07-27T00:00:00Z,2,24.7,0,0,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO165-34,AGO165-34-G2,AGO165,AGOGO,Grab,2,2022-08-10T00:00:00Z,2,25.95,0,0,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO165-34,AGO165-34-G3,AGO165,AGOGO,Grab,3,2022-10-05T00:00:00Z,2,26.77,37.15,0,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO165-34,AGO165-34-G4,AGO165,AGOGO,Grab,4,2022-11-02T00:00:00Z,2,24.87,35.39,0,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO165-34,AGO165-34-G5,AGO165,AGOGO,Grab,5,2022-12-21T00:00:00Z,2,26.38,0,0,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO165-34,AGO165-34-S1,AGO165,AGOGO,Moore Swab,1,2022-07-27T00:00:00Z,2,26.88,24.3,0,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO165-34,AGO165-34-S2,AGO165,AGOGO,Moore Swab,2,2022-08-10T00:00:00Z,2,30.54,19.04,0,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO165-34,AGO165-34-S3,AGO165,AGOGO,Moore Swab,3,2022-10-05T00:00:00Z,1,24.66,22.21,1,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO165-34,AGO165-34-S4,AGO165,AGOGO,Moore Swab,4,2022-12-21T00:00:00Z,1,27.32,25.31,0,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO165-34,AGO165-34-S5,AGO165,AGOGO,Moore Swab,5,2023-01-17T00:00:00Z,1,27.32,0,0,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO165-34,AGO165-34-S6,AGO165,AGOGO,Moore Swab,6,2023-01-19T00:00:00Z,2,22.21,0,0,Abogyaso Stream Behind Two S.B,2,3,3,24,2,1,1,22.9,68,6.79,42.3,232,0,154,0.07
AGO166-29,AGO166-29-G1,AGO166,AGOGO,Grab,1,2022-07-29T00:00:00Z,2,24.73,35.12,0,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-G2,AGO166,AGOGO,Grab,2,2022-08-16T00:00:00Z,2,25.05,34.58,0,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-G3,AGO166,AGOGO,Grab,3,2022-10-07T00:00:00Z,2,24.24,29.62,0,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-G4,AGO166,AGOGO,Grab,4,2022-11-04T00:00:00Z,2,23.02,37.91,0,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-G5,AGO166,AGOGO,Grab,5,2023-01-12T00:00:00Z,2,21.9,33.73,0,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-G6,AGO166,AGOGO,Grab,6,2023-01-27T00:00:00Z,2,20.29,36.61,0,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-S1,AGO166,AGOGO,Moore Swab,1,2022-07-29T00:00:00Z,1,25.77,22.6,0,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-S2,AGO166,AGOGO,Moore Swab,2,2022-08-16T00:00:00Z,2,24.43,22.18,1,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-S3,AGO166,AGOGO,Moore Swab,3,2022-10-07T00:00:00Z,1,25.82,25.4,1,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-S4,AGO166,AGOGO,Moore Swab,4,2022-11-04T00:00:00Z,1,23.69,21.66,0,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-S5,AGO166,AGOGO,Moore Swab,5,2023-01-12T00:00:00Z,1,24.2,29.84,0,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO166-29,AGO166-29-S6,AGO166,AGOGO,Moore Swab,6,2023-01-27T00:00:00Z,1,20.8,29.1,0,Concrete gutter close to Adansie,2,1,2,24,2,1,1,22.2,-40.9,7.17,41.3,857,0,560,0.36
AGO167-27,AGO167-27-G1,AGO167,AGOGO,Grab,1,2022-07-13T00:00:00Z,1,36.04,0,0,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-G2,AGO167,AGOGO,Grab,2,2022-08-17T00:00:00Z,2,28.34,0,0,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-G3,AGO167,AGOGO,Grab,3,2022-10-12T00:00:00Z,2,25.58,33.37,0,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-G4,AGO167,AGOGO,Grab,4,2022-11-08T00:00:00Z,2,25.27,0,0,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-G5,AGO167,AGOGO,Grab,5,2023-01-12T00:00:00Z,2,26.26,0,0,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-G6,AGO167,AGOGO,Grab,6,2023-01-26T00:00:00Z,2,24.29,0,0,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-S1,AGO167,AGOGO,Moore Swab,1,2022-07-13T00:00:00Z,1,24.76,20.7,0,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-S2,AGO167,AGOGO,Moore Swab,2,2022-08-17T00:00:00Z,1,23.79,27.14,0,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-S3,AGO167,AGOGO,Moore Swab,3,2022-10-12T00:00:00Z,1,24.85,24.53,0,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-S4,AGO167,AGOGO,Moore Swab,4,2022-11-08T00:00:00Z,2,24.24,26.47,0,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-S5,AGO167,AGOGO,Moore Swab,5,2023-01-12T00:00:00Z,1,25.16,22.38,1,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-27,AGO167-27-S6,AGO167,AGOGO,Moore Swab,6,2023-01-26T00:00:00Z,2,22.32,28.26,1,Danyame/ Near Kusibo Sign Post,2,1,1,24,1,1,1,25.36,93.1,6.35,74.3,409,0,260,0.13
AGO167-30,AGO167-30-G1,AGO167,AGOGO,Grab,1,2022-07-29T00:00:00Z,2,24.86,0,0,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-G2,AGO167,AGOGO,Grab,2,2022-08-16T00:00:00Z,2,23.26,37.01,0,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-G3,AGO167,AGOGO,Grab,3,2022-10-07T00:00:00Z,1,26.03,37.52,0,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-G4,AGO167,AGOGO,Grab,4,2022-11-04T00:00:00Z,2,23.53,31.02,0,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-G5,AGO167,AGOGO,Grab,5,2023-01-12T00:00:00Z,2,21.65,24.13,0,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-G6,AGO167,AGOGO,Grab,6,2023-02-01T00:00:00Z,2,20.58,29.73,0,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-S1,AGO167,AGOGO,Moore Swab,1,2022-07-29T00:00:00Z,1,25.88,28.02,1,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-S2,AGO167,AGOGO,Moore Swab,2,2022-08-16T00:00:00Z,2,25.11,26.82,0,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-S3,AGO167,AGOGO,Moore Swab,3,2022-10-07T00:00:00Z,1,25.77,24.44,1,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-S4,AGO167,AGOGO,Moore Swab,4,2022-11-04T00:00:00Z,2,24.48,23.08,0,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-S5,AGO167,AGOGO,Moore Swab,5,2023-01-12T00:00:00Z,2,23.25,22.46,0,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO167-30,AGO167-30-S6,AGO167,AGOGO,Moore Swab,6,2023-02-01T00:00:00Z,2,19.41,36.97,0,Concrete gutter Near the Transformer,2,1,1,24,2,1,1,22.85,-186.5,7.36,12.3,1822,0,1188,0.91
AGO171-03,AGO171-03-G1,AGO171,AGOGO,Grab,1,2022-07-14T00:00:00Z,1,21.94,39.01,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-G2,AGO171,AGOGO,Grab,2,2022-09-27T00:00:00Z,2,27.55,0,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-G3,AGO171,AGOGO,Grab,3,2022-10-19T00:00:00Z,1,25.96,36.36,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-G4,AGO171,AGOGO,Grab,4,2022-11-16T00:00:00Z,1,26.05,27.06,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-G5,AGO171,AGOGO,Grab,5,2023-01-19T00:00:00Z,2,27.2,0,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-G6,AGO171,AGOGO,Grab,6,2023-02-02T00:00:00Z,1,20.19,35.92,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-S1,AGO171,AGOGO,Moore Swab,1,2022-07-14T00:00:00Z,1,23.32,24.36,1,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-S2,AGO171,AGOGO,Moore Swab,2,2022-09-27T00:00:00Z,1,26.71,28.31,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-S3,AGO171,AGOGO,Moore Swab,3,2022-10-19T00:00:00Z,1,22.04,31.63,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-S4,AGO171,AGOGO,Moore Swab,4,2022-11-16T00:00:00Z,2,23.95,24.02,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-S5,AGO171,AGOGO,Moore Swab,5,2023-01-19T00:00:00Z,1,24.72,28.58,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO171-03,AGO171-03-S6,AGO171,AGOGO,Moore Swab,6,2023-02-02T00:00:00Z,1,21.98,34.06,0,Bs Phones/ Yamoah Stone,2,1,1,24,1,1,1,24.8,-3505,7.87,31.3,4268,0,2765,2.26
AGO174-15,AGO174-15-G1,AGO174,AGOGO,Grab,1,2022-07-21T00:00:00Z,2,32.6,0,0,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-G2,AGO174,AGOGO,Grab,2,2022-09-29T00:00:00Z,2,26.12,37.38,0,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-G3,AGO174,AGOGO,Grab,3,2022-10-21T00:00:00Z,2,23.87,30.18,0,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-G4,AGO174,AGOGO,Grab,4,2022-11-22T00:00:00Z,2,29.17,0,0,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-G5,AGO174,AGOGO,Grab,5,2022-12-23T00:00:00Z,2,23.69,0,0,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-G6,AGO174,AGOGO,Grab,6,2023-01-24T00:00:00Z,2,23.41,0,0,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-S1,AGO174,AGOGO,Moore Swab,1,2022-07-21T00:00:00Z,1,23.5,22.46,0,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-S2,AGO174,AGOGO,Moore Swab,2,2022-09-29T00:00:00Z,2,26.48,28.08,1,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-S3,AGO174,AGOGO,Moore Swab,3,2022-10-21T00:00:00Z,2,23.53,17.84,1,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-S4,AGO174,AGOGO,Moore Swab,4,2022-11-22T00:00:00Z,2,23.24,24.93,0,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-S5,AGO174,AGOGO,Moore Swab,5,2022-12-23T00:00:00Z,1,23.22,21.54,0,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO174-15,AGO174-15-S6,AGO174,AGOGO,Moore Swab,6,2023-01-24T00:00:00Z,2,19.55,22.28,1,Alajo Down (Net Covered Farm),1,2,2,24,1,1,1,27,-147.5,7.02,75.4,505,0,329,0.21
AGO175-09,AGO175-09-G1,AGO175,AGOGO,Grab,1,2022-07-19T00:00:00Z,1,26.53,37.15,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-G2,AGO175,AGOGO,Grab,2,2022-09-30T00:00:00Z,1,21.51,35.09,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-G3,AGO175,AGOGO,Grab,3,2022-10-21T00:00:00Z,2,24.64,34.37,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-G4,AGO175,AGOGO,Grab,4,2022-11-22T00:00:00Z,2,21.37,36.13,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-G5,AGO175,AGOGO,Grab,5,2022-12-23T00:00:00Z,2,21.09,35.16,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-G6,AGO175,AGOGO,Grab,6,2023-01-24T00:00:00Z,2,19.87,30.1,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-S1,AGO175,AGOGO,Moore Swab,1,2022-07-19T00:00:00Z,2,21.69,24.4,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-S2,AGO175,AGOGO,Moore Swab,2,2022-09-30T00:00:00Z,2,28.35,29.7,1,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-S3,AGO175,AGOGO,Moore Swab,3,2022-10-21T00:00:00Z,2,24.93,18.89,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-S4,AGO175,AGOGO,Moore Swab,4,2022-11-22T00:00:00Z,1,23.21,26.01,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-S5,AGO175,AGOGO,Moore Swab,5,2022-12-23T00:00:00Z,2,21.23,24.15,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
AGO175-09,AGO175-09-S6,AGO175,AGOGO,Moore Swab,6,2023-01-24T00:00:00Z,2,21.74,30.5,0,Alajo Junction,2,1,1,24,1,1,1,25.98,117.1,7.38,1.6,2774,0,180,1.42
